App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Installs_num,Price_num,Size_MB,Primary_Genre
Home Decor Showpiece Art making: Medium Difficulty,HOUSE_AND_HOME,4.3,273,7.0M,"50,000+",Free,0,Everyone,House & Home,2018-05-30,1.2,4.0.3 and up,50000.0,0.0,7.0,House & Home
"乐屋网: Buying a house, selling a house, renting a house",HOUSE_AND_HOME,3.7,2248,15M,"100,000+",Free,0,Everyone,House & Home,2018-08-03,v3.1.1,4.0 and up,100000.0,0.0,15.0,House & Home
Real estate court auction information site - Hyundai court auction,HOUSE_AND_HOME,,10,4.2M,"10,000+",Free,0,Everyone,House & Home,2018-08-02,1.2,4.3 and up,10000.0,0.0,4.2,House & Home
iProperty Malaysia,HOUSE_AND_HOME,4.2,809,7.8M,"100,000+",Free,0,Everyone,House & Home,2018-07-25,1.6.1.2,4.0 and up,100000.0,0.0,7.8,House & Home
ColorSnap® Visualizer,HOUSE_AND_HOME,3.4,3280,77M,"1,000,000+",Free,0,Everyone,House & Home,2018-06-29,5.0.1,4.0.3 and up,1000000.0,0.0,77.0,House & Home
Apartment Decorating Ideas,HOUSE_AND_HOME,3.9,1478,5.7M,"100,000+",Free,0,Everyone,House & Home,2015-03-13,1.2,3.0 and up,100000.0,0.0,5.7,House & Home
Bedroom Decorating Ideas,HOUSE_AND_HOME,4.0,2382,5.9M,"500,000+",Free,0,Everyone,House & Home,2015-04-07,1.7,3.0 and up,500000.0,0.0,5.9,House & Home
Room Painting Ideas,HOUSE_AND_HOME,4.0,4450,7.6M,"1,000,000+",Free,0,Everyone,House & Home,2015-03-17,1.7,3.0 and up,1000000.0,0.0,7.6,House & Home
Kitchen Island Ideas,HOUSE_AND_HOME,4.0,515,5.8M,"50,000+",Free,0,Everyone,House & Home,2015-05-30,1.5,3.0 and up,50000.0,0.0,5.8,House & Home
Living Room Decorating Ideas,HOUSE_AND_HOME,4.0,4465,5.8M,"1,000,000+",Free,0,Everyone,House & Home,2015-03-06,1.7,3.0 and up,1000000.0,0.0,5.8,House & Home
Bathroom Decorating Ideas,HOUSE_AND_HOME,4.1,2427,5.3M,"500,000+",Free,0,Everyone,House & Home,2015-03-12,1.4,3.0 and up,500000.0,0.0,5.3,House & Home
Wall Decorating Ideas,HOUSE_AND_HOME,3.9,6631,5.5M,"1,000,000+",Free,0,Everyone,House & Home,2015-03-11,1.5,3.0 and up,1000000.0,0.0,5.5,House & Home
Zumper - Apartment Rental Finder,HOUSE_AND_HOME,4.4,11200,25M,"1,000,000+",Free,0,Everyone,House & Home,2018-07-16,4.5.15,5.0 and up,1000000.0,0.0,25.0,House & Home
RadPad: Apartment Finder App,HOUSE_AND_HOME,4.4,6896,35M,"500,000+",Free,0,Everyone,House & Home,2017-08-30,1.7.3,4.1 and up,500000.0,0.0,35.0,House & Home
Homesnap Real Estate & Rentals,HOUSE_AND_HOME,4.3,3834,30M,"500,000+",Free,0,Everyone,House & Home,2018-07-31,5.20.38,4.2 and up,500000.0,0.0,30.0,House & Home
Trulia Mortgage Calculators,HOUSE_AND_HOME,4.1,81,16M,"50,000+",Free,0,Everyone,House & Home,2018-02-16,2.1.0,4.4 and up,50000.0,0.0,16.0,House & Home
Public Digital Library,LIBRARIES_AND_DEMO,3.9,2087,Varies with device,"50,000+",Free,0,Everyone,Libraries & Demo,2018-07-30,Varies with device,Varies with device,50000.0,0.0,,Libraries & Demo
Quotes,LIBRARIES_AND_DEMO,4.4,58,15M,"10,000+",Free,0,Everyone,Libraries & Demo,2018-07-06,1.0,4.0.3 and up,10000.0,0.0,15.0,Libraries & Demo
Best New Ringtones 2018 Free 🔥 For Android™,LIBRARIES_AND_DEMO,4.6,3014,21M,"100,000+",Free,0,Everyone,Libraries & Demo,2018-06-27,1.1,5.0 and up,100000.0,0.0,21.0,Libraries & Demo
Lamp detector,LIBRARIES_AND_DEMO,,5,1.8M,"1,000+",Free,0,Everyone,Libraries & Demo,2018-04-23,4.4.2,2.3.3 and up,1000.0,0.0,1.8,Libraries & Demo
SUDOKU,LIBRARIES_AND_DEMO,4.1,923,4.3M,"100,000+",Free,0,Everyone,Libraries & Demo,2015-10-15,3.1,2.3 and up,100000.0,0.0,4.3,Libraries & Demo
General culture,LIBRARIES_AND_DEMO,,26,10M,"10,000+",Free,0,Everyone,Libraries & Demo,2018-02-20,1.2,4.0 and up,10000.0,0.0,10.0,Libraries & Demo
Luffs,LIBRARIES_AND_DEMO,,487,3.7M,"100,000+",Free,0,Everyone,Libraries & Demo,2018-01-16,1.0,4.0.3 and up,100000.0,0.0,3.7,Libraries & Demo
Aviary Effects: Classic,LIBRARIES_AND_DEMO,3.8,67007,232k,"5,000,000+",Free,0,Everyone,Libraries & Demo,2013-03-06,1.2.0,2.2 and up,5000000.0,0.0,0.2265625,Libraries & Demo
Chakra Cleansing,LIBRARIES_AND_DEMO,4.6,539,99M,"50,000+",Free,0,Everyone,Libraries & Demo,2018-08-02,7.0,4.0.3 and up,50000.0,0.0,99.0,Libraries & Demo
Aviary Stickers: Free Pack,LIBRARIES_AND_DEMO,3.5,126862,624k,"10,000,000+",Free,0,Everyone,Libraries & Demo,2012-01-17,1.0,2.2 and up,10000000.0,0.0,0.609375,Libraries & Demo
Call Recorder,LIBRARIES_AND_DEMO,4.7,48,6.9M,"1,000+",Free,0,Everyone,Libraries & Demo,2018-05-25,1.7.2.10,4.0 and up,1000.0,0.0,6.9,Libraries & Demo
Pink Water Sakura Keyboard Theme,LIBRARIES_AND_DEMO,4.3,1465,7.0M,"100,000+",Free,0,Everyone,Libraries & Demo,2018-07-09,6.7.5,4.0.3 and up,100000.0,0.0,7.0,Libraries & Demo
auto Call Recorder 2018,LIBRARIES_AND_DEMO,4.5,929,7.0M,"50,000+",Free,0,Everyone,Libraries & Demo,2018-02-16,1.02.2018.11,4.0 and up,50000.0,0.0,7.0,Libraries & Demo
converter video to mp3,LIBRARIES_AND_DEMO,4.4,783,6.4M,"100,000+",Free,0,Everyone,Libraries & Demo,2017-06-10,1.6,2.2 and up,100000.0,0.0,6.4,Libraries & Demo
eBiblio,LIBRARIES_AND_DEMO,3.4,2907,Varies with device,"50,000+",Free,0,Everyone,Libraries & Demo,2018-06-22,Varies with device,Varies with device,50000.0,0.0,,Libraries & Demo
chicken song,LIBRARIES_AND_DEMO,4.3,434,16M,"100,000+",Free,0,Everyone,Libraries & Demo,2018-06-06,6.0.0,2.3 and up,100000.0,0.0,16.0,Libraries & Demo
Words (188 Category),LIBRARIES_AND_DEMO,,54,5.9M,"10,000+",Free,0,Everyone,Libraries & Demo,2018-07-04,1.0,4.0.3 and up,10000.0,0.0,5.9,Libraries & Demo
Binaural Beats Meditation,LIBRARIES_AND_DEMO,4.3,411,95M,"50,000+",Free,0,Everyone,Libraries & Demo,2018-06-08,5.0,4.0.3 and up,50000.0,0.0,95.0,Libraries & Demo
Essential Resources,LIBRARIES_AND_DEMO,4.6,237,8.5k,"50,000+",Free,0,Everyone,Libraries & Demo,2017-09-27,1.02,7.1 and up,50000.0,0.0,0.00830078125,Libraries & Demo
MOMOLAND BBoom BBoom,LIBRARIES_AND_DEMO,4.6,2580,20M,"100,000+",Free,0,Everyone,Libraries & Demo,2018-03-08,2.0,2.3 and up,100000.0,0.0,20.0,Libraries & Demo
Cold Spirits,LIBRARIES_AND_DEMO,,363,2.5M,"100,000+",Free,0,Everyone,Libraries & Demo,2017-01-02,1.2,2.3 and up,100000.0,0.0,2.5,Libraries & Demo
Cardboard,LIBRARIES_AND_DEMO,4.2,130272,50M,"10,000,000+",Free,0,Everyone,Libraries & Demo,2016-03-14,1.8,4.1 and up,10000000.0,0.0,50.0,Libraries & Demo
How to sew & make the easiest pattern,LIBRARIES_AND_DEMO,,110,10M,"10,000+",Free,0,Everyone,Libraries & Demo,2017-11-05,1.0,4.0 and up,10000.0,0.0,10.0,Libraries & Demo
I will return his eggs,LIBRARIES_AND_DEMO,,91,18M,"100,000+",Free,0,Everyone,Libraries & Demo,2017-11-16,6.0,2.3 and up,100000.0,0.0,18.0,Libraries & Demo
Bird Sounds & Bird Ringtones for Free 2018,LIBRARIES_AND_DEMO,4.6,130,12M,"10,000+",Free,0,Everyone,Libraries & Demo,2018-02-23,1.0,4.0.3 and up,10000.0,0.0,12.0,Libraries & Demo
Benefits of olive oil with garlic,LIBRARIES_AND_DEMO,,25,2.5M,"10,000+",Free,0,Everyone,Libraries & Demo,2018-06-23,1.0,4.0.3 and up,10000.0,0.0,2.5,Libraries & Demo
Sad hair without net,LIBRARIES_AND_DEMO,,20,2.1M,"5,000+",Free,0,Everyone,Libraries & Demo,2018-03-26,1.0,2.3 and up,5000.0,0.0,2.1,Libraries & Demo
Top Popular Ringtones 2018 Free 🔥,LIBRARIES_AND_DEMO,4.4,7396,22M,"500,000+",Free,0,Everyone,Libraries & Demo,2018-07-06,5.28,4.0.3 and up,500000.0,0.0,22.0,Libraries & Demo
Wifi Connect Library,LIBRARIES_AND_DEMO,3.9,58055,41k,"5,000,000+",Free,0,Everyone,Libraries & Demo,2016-11-07,2.0.3,1.5 and up,5000000.0,0.0,0.0400390625,Libraries & Demo
Super Funny Ringtones 2018 🔔,LIBRARIES_AND_DEMO,4.5,1703,22M,"100,000+",Free,0,Everyone,Libraries & Demo,2018-03-01,3.1,4.0.3 and up,100000.0,0.0,22.0,Libraries & Demo
Apk Installer,LIBRARIES_AND_DEMO,3.8,7750,292k,"1,000,000+",Free,0,Everyone,Libraries & Demo,2011-06-29,1.0,1.6 and up,1000000.0,0.0,0.28515625,Libraries & Demo
SAMSUNG RETAILMODE 2018,LIBRARIES_AND_DEMO,4.3,6,5.5M,"10,000+",Free,0,Everyone,Libraries & Demo,2018-08-03,8.0.20180212,4.2 and up,10000.0,0.0,5.5,Libraries & Demo
OpenCV Manager,LIBRARIES_AND_DEMO,3.7,12657,Varies with device,"1,000,000+",Free,0,Everyone,Libraries & Demo,2015-09-21,3.00,Varies with device,1000000.0,0.0,,Libraries & Demo
Eternal life,LIBRARIES_AND_DEMO,5.0,26,2.5M,"1,000+",Free,0,Everyone,Libraries & Demo,2018-05-24,1.0,1.6 and up,1000.0,0.0,2.5,Libraries & Demo
V380s,LIBRARIES_AND_DEMO,3.2,1919,8.1M,"500,000+",Free,0,Everyone,Libraries & Demo,2018-07-11,5.9.1,4.1 and up,500000.0,0.0,8.1,Libraries & Demo
Cool Popular Ringtones 2018 🔥,LIBRARIES_AND_DEMO,4.5,60170,28M,"1,000,000+",Free,0,Everyone,Libraries & Demo,2018-07-13,2.4,5.0 and up,1000000.0,0.0,28.0,Libraries & Demo
Blackpink as if it's your last,LIBRARIES_AND_DEMO,4.7,831,24M,"100,000+",Free,0,Everyone,Libraries & Demo,2018-02-20,8.0,2.3 and up,100000.0,0.0,24.0,Libraries & Demo
Wifi Test,LIBRARIES_AND_DEMO,4.0,8671,3.1M,"1,000,000+",Free,0,Everyone,Libraries & Demo,2018-07-03,3.6,4.0 and up,1000000.0,0.0,3.1,Libraries & Demo
Patience Words,LIBRARIES_AND_DEMO,,31,3.4M,"10,000+",Free,0,Everyone,Libraries & Demo,2017-12-14,1.0,4.0.3 and up,10000.0,0.0,3.4,Libraries & Demo
Market Update Helper,LIBRARIES_AND_DEMO,4.1,20145,11k,"1,000,000+",Free,0,Everyone,Libraries & Demo,2013-02-12,,1.5 and up,1000000.0,0.0,0.0107421875,Libraries & Demo
Ayyush wih wih new without Net,LIBRARIES_AND_DEMO,3.8,912,13M,"500,000+",Free,0,Everyone,Libraries & Demo,2018-01-09,2.0.0,2.3 and up,500000.0,0.0,13.0,Libraries & Demo
Girls Nancy Ajram Without Net,LIBRARIES_AND_DEMO,4.7,2639,19M,"500,000+",Free,0,Everyone,Libraries & Demo,2017-12-11,6.0,2.3 and up,500000.0,0.0,19.0,Libraries & Demo
R M Lock Screen,LIBRARIES_AND_DEMO,4.5,399,9.5M,"100,000+",Free,0,Everyone,Libraries & Demo,2018-05-22,1.1,4.0.3 and up,100000.0,0.0,9.5,Libraries & Demo
Mama Lala 's song,LIBRARIES_AND_DEMO,,102,21M,"50,000+",Free,0,Everyone,Libraries & Demo,2018-07-01,6.0.0,2.3 and up,50000.0,0.0,21.0,Libraries & Demo
Barcode Scanner,LIBRARIES_AND_DEMO,4.2,3945,9.4M,"500,000+",Free,0,Everyone,Libraries & Demo,2018-01-09,4.2.2,3.2 and up,500000.0,0.0,9.4,Libraries & Demo
Young Speeches,LIBRARIES_AND_DEMO,,2221,2.4M,"500,000+",Free,0,Everyone,Libraries & Demo,2017-01-08,1.1,2.3 and up,500000.0,0.0,2.4,Libraries & Demo
New Ringtones 2018,LIBRARIES_AND_DEMO,4.1,3781,36M,"1,000,000+",Free,0,Everyone,Libraries & Demo,2018-04-15,1.8,4.0 and up,1000000.0,0.0,36.0,Libraries & Demo
EyeCloud,LIBRARIES_AND_DEMO,3.1,1267,55M,"100,000+",Free,0,Everyone,Libraries & Demo,2018-08-02,5.1.2,4.4 and up,100000.0,0.0,55.0,Libraries & Demo
Dollhouse Decorating Games,LIFESTYLE,4.1,18968,32M,"5,000,000+",Free,0,Teen,Lifestyle,2018-04-26,5.1,4.1 and up,5000000.0,0.0,32.0,Lifestyle
metroZONE,LIFESTYLE,4.1,47497,34M,"10,000,000+",Free,0,Everyone,Lifestyle,2018-06-08,5.3.0.54.7,5.0 and up,10000000.0,0.0,34.0,Lifestyle
Easy Hair Style Design,LIFESTYLE,4.3,601,5.1M,"100,000+",Free,0,Everyone,Lifestyle,2017-12-20,1.0,2.3 and up,100000.0,0.0,5.1,Lifestyle
Talking Babsy Baby: Baby Games,LIFESTYLE,4.0,140995,100M,"10,000,000+",Free,0,Everyone,Lifestyle;Pretend Play,2018-07-16,9.0,4.0 and up,10000000.0,0.0,100.0,Lifestyle
"Black Wallpaper, AMOLED, Dark Background: Darkify",LIFESTYLE,4.6,51357,80M,"5,000,000+",Free,0,Everyone,Lifestyle,2018-07-31,8.0,4.0 and up,5000000.0,0.0,80.0,Lifestyle
Girly Wallpapers Backgrounds,LIFESTYLE,4.4,13565,3.3M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-08-05,2.5,4.0 and up,1000000.0,0.0,3.3,Lifestyle
Chart - Myanmar Keyboard,LIFESTYLE,4.4,39364,28M,"5,000,000+",Free,0,Everyone,Lifestyle,2018-07-17,10.19,4.0.3 and up,5000000.0,0.0,28.0,Lifestyle
Easy Makeup Tutorials,LIFESTYLE,4.3,7287,5.0M,"1,000,000+",Free,0,Everyone,Lifestyle,2016-11-03,1.0,2.3 and up,1000000.0,0.0,5.0,Lifestyle
Horoscopes – Daily Zodiac Horoscope and Astrology,LIFESTYLE,4.6,161143,11M,"10,000,000+",Free,0,Everyone 10+,Lifestyle,2018-06-25,5.2.4(881),4.0.3 and up,10000000.0,0.0,11.0,Lifestyle
Entel,LIFESTYLE,3.2,16168,55M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-07-26,2.2.9,4.0.3 and up,1000000.0,0.0,55.0,Lifestyle
ZenUI Safeguard,LIFESTYLE,4.5,100,7.1M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-05-09,1.0.0.21_180410,7.0 - 7.1.1,1000000.0,0.0,7.1,Lifestyle
Live 4D Results ! (MY & SG),LIFESTYLE,4.6,116079,3.2M,"5,000,000+",Free,0,Everyone,Lifestyle,2018-05-20,5.8,2.3 and up,5000000.0,0.0,3.2,Lifestyle
Diary with lock,LIFESTYLE,4.6,815893,4.4M,"10,000,000+",Free,0,Everyone,Lifestyle,2018-06-30,4.90,4.1 and up,10000000.0,0.0,4.4,Lifestyle
FOSSIL Q: DESIGN YOUR DIAL,LIFESTYLE,4.3,985,16M,"500,000+",Free,0,Everyone,Lifestyle,2018-05-31,3.7,7.0 and up,500000.0,0.0,16.0,Lifestyle
Telstra,LIFESTYLE,3.0,4260,6.3M,"5,000,000+",Free,0,Everyone,Lifestyle,2017-08-08,6.1,2.3.3 and up,5000000.0,0.0,6.3,Lifestyle
Family Locator - GPS Tracker,LIFESTYLE,4.4,726074,45M,"10,000,000+",Free,0,Everyone,Lifestyle,2018-08-02,16.7.1,4.4 and up,10000000.0,0.0,45.0,Lifestyle
Van Nien 2018 - Lich Van su & Lich Am,LIFESTYLE,4.4,3829,23M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-06-01,3.9.3,4.1 and up,1000000.0,0.0,23.0,Lifestyle
Safeway,LIFESTYLE,4.3,33572,37M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-08-02,6.2.0,4.4 and up,1000000.0,0.0,37.0,Lifestyle
HTC Speak,LIFESTYLE,3.5,6145,13M,"10,000,000+",Free,0,Everyone,Lifestyle,2016-06-30,8.00.775375,5.0 and up,10000000.0,0.0,13.0,Lifestyle
Kawaii Easy Drawing : How to draw Step by Step,LIFESTYLE,4.3,34327,8.1M,"5,000,000+",Free,0,Everyone,Lifestyle,2018-07-17,2.5.1,4.0 and up,5000000.0,0.0,8.1,Lifestyle
Tattoodo - Find your next tattoo,LIFESTYLE,4.5,7457,13M,"1,000,000+",Free,0,Teen,Lifestyle,2018-08-03,2.4.12-r244,4.1 and up,1000000.0,0.0,13.0,Lifestyle
H&M,LIFESTYLE,3.7,41941,14M,"10,000,000+",Free,0,Everyone,Lifestyle,2018-07-30,9.6.3,4.4 and up,10000000.0,0.0,14.0,Lifestyle
Samsung+,LIFESTYLE,4.5,82145,30M,"50,000,000+",Free,0,Everyone,Lifestyle,2018-07-05,10.19.0.0,4.4 and up,50000000.0,0.0,30.0,Lifestyle
Anime Avatar Creator: Make Your Own Avatar,LIFESTYLE,4.2,10944,36M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-06-15,2.0,4.1 and up,1000000.0,0.0,36.0,Lifestyle
Beautiful Design Birthday Cake,LIFESTYLE,4.3,665,3.0M,"500,000+",Free,0,Everyone,Lifestyle,2018-08-04,2.0,2.3 and up,500000.0,0.0,3.0,Lifestyle
Pronunciation and know the name of the caller from his number,LIFESTYLE,4.6,2167,1.4M,"500,000+",Free,0,Everyone,Lifestyle,2018-01-07,1.0,2.3 and up,500000.0,0.0,1.4,Lifestyle
Super Slime Simulator - Satisfying Slime App,LIFESTYLE,4.5,53652,39M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-08-05,2.15,5.0 and up,1000000.0,0.0,39.0,Lifestyle
Caf - My Account,LIFESTYLE,3.9,18961,1.8M,"5,000,000+",Free,0,Everyone,Lifestyle,2015-09-24,1.1.1,2.3 and up,5000000.0,0.0,1.8,Lifestyle
H Pack,LIFESTYLE,4.3,9412,1.7M,"1,000,000+",Free,0,Everyone,Lifestyle,2016-12-17,1.5.1,4.0.3 and up,1000000.0,0.0,1.7,Lifestyle
Family convenience store FamilyMart,LIFESTYLE,3.3,9663,19M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-07-16,Version:6.97,4.4 and up,1000000.0,0.0,19.0,Lifestyle
သိင်္ Astrology - Min Thein Kha BayDin,LIFESTYLE,4.7,2225,15M,"100,000+",Free,0,Everyone,Lifestyle,2018-07-26,4.2.1,4.0.3 and up,100000.0,0.0,15.0,Lifestyle
w UN map,LIFESTYLE,4.2,23164,10.0M,"1,000,000+",Free,0,Mature 17+,Lifestyle,2018-07-24,2.6,5.0 and up,1000000.0,0.0,10.0,Lifestyle
Official Matsumoto Kiyoshi application,LIFESTYLE,3.2,3031,2.7M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-07-03,1.5.3,4.0 and up,1000000.0,0.0,2.7,Lifestyle
Galaxy Gift,LIFESTYLE,4.4,95557,16M,"10,000,000+",Free,0,Everyone,Lifestyle,2018-07-23,7.0.8,4.0.3 and up,10000000.0,0.0,16.0,Lifestyle
PASS by KT (formerly KT certified),LIFESTYLE,3.5,7869,21M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-08-01,02.00.06,4.4 and up,1000000.0,0.0,21.0,Lifestyle
Safety stepping stone,LIFESTYLE,3.7,4212,20M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-07-25,3.4.5,2.3 and up,1000000.0,0.0,20.0,Lifestyle
Rate Guide Bill Letter,LIFESTYLE,3.8,17368,14M,"10,000,000+",Free,0,Everyone,Lifestyle,2018-06-27,5.1.3,4.0 and up,10000000.0,0.0,14.0,Lifestyle
US Mission - buy gourmet movie KTV,LIFESTYLE,3.8,6554,76M,"500,000+",Free,0,Teen,Lifestyle,2018-06-20,9.4.2,4.1 and up,500000.0,0.0,76.0,Lifestyle
OK cashbag [point of pleasure],LIFESTYLE,3.7,33264,18M,"10,000,000+",Free,0,Everyone,Lifestyle,2018-06-15,6.2.1,4.0 and up,10000000.0,0.0,18.0,Lifestyle
JOANN - Crafts & Coupons,LIFESTYLE,4.6,34782,12M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-06-22,5.2.2,4.3 and up,1000000.0,0.0,12.0,Lifestyle
MK eCatalog,LIFESTYLE,4.0,6676,6.2M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-02-21,3.0,4.2 and up,1000000.0,0.0,6.2,Lifestyle
Vaniday - Beauty Booking App,LIFESTYLE,3.6,1067,Varies with device,"100,000+",Free,0,Everyone,Lifestyle,2018-03-20,3.8.15,4.1 and up,100000.0,0.0,,Lifestyle
Fashion in Vogue,LIFESTYLE,3.8,1797,6.8M,"100,000+",Free,0,Everyone,Lifestyle,2016-09-27,2.0,4.3 and up,100000.0,0.0,6.8,Lifestyle
Mirror,LIFESTYLE,4.1,367505,Varies with device,"10,000,000+",Free,0,Everyone,Lifestyle,2018-07-25,Varies with device,Varies with device,10000000.0,0.0,,Lifestyle
StyleSeat,LIFESTYLE,4.7,20304,24M,"500,000+",Free,0,Everyone,Lifestyle,2018-07-31,4.35,4.0.3 and up,500000.0,0.0,24.0,Lifestyle
Wedding Countdown Widget,LIFESTYLE,3.9,7376,19M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-01-11,5.2.2018010801-1,4.1 and up,1000000.0,0.0,19.0,Lifestyle
My Day - Countdown Calendar 🗓️,LIFESTYLE,4.1,49147,13M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-05-07,2.9.5,4.1 and up,1000000.0,0.0,13.0,Lifestyle
justWink Greeting Cards,LIFESTYLE,4.6,69177,15M,"1,000,000+",Free,0,Teen,Lifestyle,2017-08-02,2.7.3,4.4 and up,1000000.0,0.0,15.0,Lifestyle
Wedding LookBook by The Knot,LIFESTYLE,4.2,3448,13M,"100,000+",Free,0,Everyone,Lifestyle,2018-07-09,3.9.5,4.0.3 and up,100000.0,0.0,13.0,Lifestyle
Big Days - Events Countdown,LIFESTYLE,4.6,39724,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,2018-06-29,Varies with device,Varies with device,1000000.0,0.0,,Lifestyle
"Wedding Planner by WeddingWire - Venues, Checklist",LIFESTYLE,4.2,3788,44M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-07-24,8.5.1,5.0 and up,1000000.0,0.0,44.0,Lifestyle
Been Together (Ad) - D-day,LIFESTYLE,4.4,95736,Varies with device,"10,000,000+",Free,0,Everyone,Lifestyle,2018-07-30,Varies with device,Varies with device,10000000.0,0.0,,Lifestyle
WedMeGood - Wedding Planner,LIFESTYLE,4.6,1658,9.7M,"100,000+",Free,0,Everyone,Lifestyle,2018-07-31,2.0.9,4.4 and up,100000.0,0.0,9.7,Lifestyle
DIY Garden Ideas,LIFESTYLE,4.1,3309,13M,"500,000+",Free,0,Everyone,Lifestyle,2018-08-05,10.0,4.0 and up,500000.0,0.0,13.0,Lifestyle
Brit + Co,LIFESTYLE,3.9,987,4.5M,"10,000+",Free,0,Everyone,Lifestyle,2017-08-29,2.0.4,4.0 and up,10000.0,0.0,4.5,Lifestyle
Creative Ideas - DIY & Craft,LIFESTYLE,4.0,5208,4.5M,"100,000+",Free,0,Teen,Lifestyle,2017-11-23,1.37,4.0 and up,100000.0,0.0,4.5,Lifestyle
Homestyler Interior Design & Decorating Ideas,LIFESTYLE,4.1,78298,29M,"5,000,000+",Free,0,Everyone,Lifestyle,2018-08-02,3.1.2.1,4.1 and up,5000000.0,0.0,29.0,Lifestyle
Wheretoget: Shop in style,LIFESTYLE,4.1,6808,12M,"500,000+",Free,0,Teen,Lifestyle,2017-06-05,3.2.0,4.1 and up,500000.0,0.0,12.0,Lifestyle
My Dressing - Fashion closet,LIFESTYLE,4.1,12452,Varies with device,"500,000+",Free,0,Everyone,Lifestyle,2017-01-26,Varies with device,Varies with device,500000.0,0.0,,Lifestyle
Chictopia,LIFESTYLE,4.1,360,4.6M,"10,000+",Free,0,Everyone,Lifestyle,2014-04-30,1.6.2,2.2 and up,10000.0,0.0,4.6,Lifestyle
Scarf Fashion Designer,LIFESTYLE,4.4,16637,10M,"1,000,000+",Free,0,Everyone,Lifestyle,2017-06-18,1.8,2.3 and up,1000000.0,0.0,10.0,Lifestyle
Zara,LIFESTYLE,4.3,95904,33M,"10,000,000+",Free,0,Everyone,Lifestyle,2018-07-30,4.1.0,4.1 and up,10000000.0,0.0,33.0,Lifestyle
Real Estate by Movoto,LIFESTYLE,4.4,3114,13M,"100,000+",Free,0,Everyone,Lifestyle,2018-02-20,6.1,4.0.3 and up,100000.0,0.0,13.0,Lifestyle
Etta Homes,LIFESTYLE,4.2,220,15M,"50,000+",Free,0,Everyone,Lifestyle,2018-07-26,9.1.0,5.0 and up,50000.0,0.0,15.0,Lifestyle
Houlihan Lawrence,LIFESTYLE,4.4,33,23M,"5,000+",Free,0,Everyone,Lifestyle,2017-10-12,3.9.5,4.2 and up,5000.0,0.0,23.0,Lifestyle
Home Scouting® MLS Mobile,LIFESTYLE,4.3,1533,7.7M,"100,000+",Free,0,Everyone,Lifestyle,2016-09-27,2.2.6,2.2 and up,100000.0,0.0,7.7,Lifestyle
Housing-Real Estate & Property,LIFESTYLE,4.1,28301,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,2018-07-13,12.1.0,4.1 and up,1000000.0,0.0,,Lifestyle
ZipRealty Real Estate & Homes,LIFESTYLE,4.0,3937,15M,"100,000+",Free,0,Everyone,Lifestyle,2018-07-27,8.3.3,4.4 and up,100000.0,0.0,15.0,Lifestyle
Sotheby's International Realty,LIFESTYLE,4.2,894,25M,"50,000+",Free,0,Everyone,Lifestyle,2018-04-09,5.600.42,4.0.3 and up,50000.0,0.0,25.0,Lifestyle
Zoopla Property Search UK - Home to buy & rent,LIFESTYLE,4.1,21195,Varies with device,"1,000,000+",Free,0,Everyone,Lifestyle,2018-06-22,Varies with device,Varies with device,1000000.0,0.0,,Lifestyle
Neighborhoods & Apartments,LIFESTYLE,3.9,2042,3.0M,"100,000+",Free,0,Everyone,Lifestyle,2015-08-28,3.1.6,4.0 and up,100000.0,0.0,3.0,Lifestyle
Keller Williams Real Estate,LIFESTYLE,4.4,13213,22M,"1,000,000+",Free,0,Everyone,Lifestyle,2018-03-28,5.800.04,4.0.3 and up,1000000.0,0.0,22.0,Lifestyle
Relax Rain ~ Rain Sounds,LIFESTYLE,4.6,118034,Varies with device,"5,000,000+",Free,0,Everyone,Lifestyle,2018-08-02,Varies with device,Varies with device,5000000.0,0.0,,Lifestyle
Relax Ocean ~ Nature Sounds,LIFESTYLE,4.5,9464,Varies with device,"500,000+",Free,0,Everyone,Lifestyle,2017-07-18,Varies with device,Varies with device,500000.0,0.0,,Lifestyle
